MODEL,POINT,IID,STID,STSIZ,ROSIZ,NBO,DPY
Demo - Model 02,42,201116,S_CARRIER,,,4.83E-08,0.016247167
Demo - Model 02,42,201116,S_CRUISER,,,4.83E-08,0.016247167
Demo - Model 02,42,201116,S_DESTROYER_01,,,9.66E-08,3.25E-02
Demo - Model 02,42,201116,S_DESTROYER_02,,,9.66E-08,3.25E-02
Demo - Model 02,42,201116,S_FRIGATE_01,,,4.83E-08,0.016247167
Demo - Model 02,42,201116,S_FRIGATE_02,,,4.83E-08,0.016247167
Demo - Model 02,42,201116,S_SUPPLY_SHIP_01,,,4.83E-08,0.016247167
Demo - Model 02,42,201116,S_SUPPLY_SHIP_02,,,4.83E-08,0.016247167
Demo - Model 02,42,201117,WORKSHOP,,1,1.66097E-05,0.145500972
Demo - Model 02,42,201117,HOME BASE,,,8.80E-04,0.145500972
Demo - Model 02,42,201117,MAIN DEPOT,,,8.14E-04,0.145500972
Demo - Model 02,42,201117,S_CARRIER,,,8.80E-05,0.014550097
Demo - Model 02,42,201117,S_CRUISER,,,8.80E-05,0.014550097
Demo - Model 02,42,201117,S_DESTROYER_01,,,0.000176063,2.91E-02
Demo - Model 02,42,201117,S_DESTROYER_02,,,0.000176063,2.91E-02
Demo - Model 02,42,201117,S_FRIGATE_01,,,8.80E-05,0.014550097
Demo - Model 02,42,201117,S_FRIGATE_02,,,8.80E-05,0.014550097
Demo - Model 02,42,201117,S_SUPPLY_SHIP_01,,,8.80E-05,0.014550097
Demo - Model 02,42,201117,S_SUPPLY_SHIP_02,,,8.80E-05,0.014550097
Demo - Model 02,42,20121,WORKSHOP,,1,9.09E-05,0.795893059
Demo - Model 02,42,20121,HOME BASE,1,,1.16E-05,0.795893059
Demo - Model 02,42,20121,MAIN DEPOT,,,4.45E-03,0.795893059
Demo - Model 02,42,20121,S_CARRIER,,,1.16E-06,7.96E-02
Demo - Model 02,42,20121,S_CRUISER,,,1.16E-06,7.96E-02
Demo - Model 02,42,20121,S_DESTROYER_01,,,2.32E-06,0.159178612
Demo - Model 02,42,20121,S_DESTROYER_02,,,2.32E-06,0.159178612
Demo - Model 02,42,20121,S_FRIGATE_01,,,1.16E-06,7.96E-02
Demo - Model 02,42,20121,S_FRIGATE_02,,,1.16E-06,7.96E-02
Demo - Model 02,42,20121,S_SUPPLY_SHIP_01,,,1.16E-06,7.96E-02
Demo - Model 02,42,20121,S_SUPPLY_SHIP_02,,,1.16E-06,7.96E-02
Demo - Model 02,42,20122,HOME BASE,,,0.0001433,9.30E-02
Demo - Model 02,42,20122,MAIN DEPOT,,,0.000103494,6.97E-02
Demo - Model 02,42,20122,S_CARRIER,,,1.433E-05,9.30E-03
Demo - Model 02,42,20122,S_CRUISER,,,1.433E-05,9.30E-03
Demo - Model 02,42,20122,S_DESTROYER_01,,,2.87E-05,0.018597132
Demo - Model 02,42,20122,S_DESTROYER_02,,,2.87E-05,0.018597132
Demo - Model 02,42,20122,S_FRIGATE_01,,,1.433E-05,9.30E-03
Demo - Model 02,42,20122,S_FRIGATE_02,,,1.433E-05,9.30E-03
Demo - Model 02,42,20122,S_SUPPLY_SHIP_01,,,1.433E-05,9.30E-03
Demo - Model 02,42,20122,S_SUPPLY_SHIP_02,,,1.433E-05,9.30E-03
Demo - Model 02,42,20123,WORKSHOP,,1,8.04E-05,0.703969765
Demo - Model 02,42,20123,HOME BASE,1,,9.06E-06,0.703969765
Demo - Model 02,42,20123,MAIN DEPOT,,,3.94E-03,0.703969765
Demo - Model 02,42,20123,S_CARRIER,,,9.06E-07,7.04E-02
Demo - Model 02,42,20123,S_CRUISER,,,9.06E-07,7.04E-02
Demo - Model 02,42,20123,S_DESTROYER_01,,,1.81E-06,0.140793953
Demo - Model 02,42,20123,S_DESTROYER_02,,,1.81E-06,0.140793953
Demo - Model 02,42,20123,S_FRIGATE_01,,,9.06E-07,7.04E-02
Demo - Model 02,42,20123,S_FRIGATE_02,,,9.06E-07,7.04E-02
Demo - Model 02,42,20123,S_SUPPLY_SHIP_01,,,9.06E-07,7.04E-02
Demo - Model 02,42,20123,S_SUPPLY_SHIP_02,,,9.06E-07,7.04E-02
Demo - Model 02,42,20124,HOME BASE,,,3.89E-04,0.252439034
Demo - Model 02,42,20124,MAIN DEPOT,,,2.81E-04,0.189329276
Demo - Model 02,42,20124,S_CARRIER,,,3.89E-05,2.52E-02
Demo - Model 02,42,20124,S_CRUISER,,,3.89E-05,2.52E-02
Demo - Model 02,42,20124,S_DESTROYER_01,,,7.78E-05,5.05E-02
Demo - Model 02,42,20124,S_DESTROYER_02,,,7.78E-05,5.05E-02
Demo - Model 02,42,20124,S_FRIGATE_01,,,3.89E-05,2.52E-02
Demo - Model 02,42,20124,S_FRIGATE_02,,,3.89E-05,2.52E-02
Demo - Model 02,42,20124,S_SUPPLY_SHIP_01,,,3.89E-05,2.52E-02
Demo - Model 02,42,20124,S_SUPPLY_SHIP_02,,,3.89E-05,2.52E-02
Demo - Model 02,42,20125,HOME BASE,,,8.00E-04,0.519128509
Demo - Model 02,42,20125,MAIN DEPOT,,,5.78E-04,0.389346382
Demo - Model 02,42,20125,S_CARRIER,,,8.00E-05,5.19E-02
Demo - Model 02,42,20125,S_CRUISER,,,8.00E-05,5.19E-02
Demo - Model 02,42,20125,S_DESTROYER_01,,,0.000160005,0.103825702
Demo - Model 02,42,20125,S_DESTROYER_02,,,0.000160005,0.103825702
Demo - Model 02,42,20125,S_FRIGATE_01,,,8.00E-05,5.19E-02
Demo - Model 02,42,20125,S_FRIGATE_02,,,8.00E-05,5.19E-02
Demo - Model 02,42,20125,S_SUPPLY_SHIP_01,,,8.00E-05,5.19E-02
Demo - Model 02,42,20125,S_SUPPLY_SHIP_02,,,8.00E-05,5.19E-02
Demo - Model 02,42,20126,HOME BASE,,,0.000138772,9.00E-02
Demo - Model 02,42,20126,MAIN DEPOT,,,0.000100224,6.75E-02
Demo - Model 02,42,20126,S_CARRIER,,,1.38772E-05,9.00E-03
Demo - Model 02,42,20126,S_CRUISER,,,1.38772E-05,9.00E-03
Demo - Model 02,42,20126,S_DESTROYER_01,,,2.78E-05,0.018009462
Demo - Model 02,42,20126,S_DESTROYER_02,,,2.78E-05,0.018009462
Demo - Model 02,42,20126,S_FRIGATE_01,,,1.38772E-05,9.00E-03
Demo - Model 02,42,20126,S_FRIGATE_02,,,1.38772E-05,9.00E-03
Demo - Model 02,42,20126,S_SUPPLY_SHIP_01,,,1.38772E-05,9.00E-03
Demo - Model 02,42,20126,S_SUPPLY_SHIP_02,,,1.38772E-05,9.00E-03
Demo - Model 02,42,20127,HOME BASE,1,,4.29E-07,0.600909615
Demo - Model 02,42,20127,MAIN DEPOT,,,6.69E-04,0.450682211
Demo - Model 02,42,20127,S_CARRIER,,,4.29E-08,6.01E-02
Demo - Model 02,42,20127,S_CRUISER,,,4.29E-08,6.01E-02
Demo - Model 02,42,20127,S_DESTROYER_01,,,8.57E-08,0.120181923
Demo - Model 02,42,20127,S_DESTROYER_02,,,8.57E-08,0.120181923
Demo - Model 02,42,20127,S_FRIGATE_01,,,4.29E-08,6.01E-02
Demo - Model 02,42,20127,S_FRIGATE_02,,,4.29E-08,6.01E-02
Demo - Model 02,42,20127,S_SUPPLY_SHIP_01,,,4.29E-08,6.01E-02
Demo - Model 02,42,20127,S_SUPPLY_SHIP_02,,,4.29E-08,6.01E-02
Demo - Model 02,42,20128,HOME BASE,,,6.94E-05,4.50E-02
Demo - Model 02,42,20128,MAIN DEPOT,,,5.01E-05,3.38E-02
Demo - Model 02,42,20128,S_CARRIER,,,6.94E-06,4.50E-03
Demo - Model 02,42,20128,S_CRUISER,,,6.94E-06,4.50E-03
Demo - Model 02,42,20128,S_DESTROYER_01,,,1.38794E-05,9.01E-03
Demo - Model 02,42,20128,S_DESTROYER_02,,,1.38794E-05,9.01E-03
Demo - Model 02,42,20128,S_FRIGATE_01,,,6.94E-06,4.50E-03
Demo - Model 02,42,20128,S_FRIGATE_02,,,6.94E-06,4.50E-03
Demo - Model 02,42,20128,S_SUPPLY_SHIP_01,,,6.94E-06,4.50E-03
Demo - Model 02,42,20128,S_SUPPLY_SHIP_02,,,6.94E-06,4.50E-03
Demo - Model 02,42,20129,WORKSHOP,,1,2.82E-05,0.24676586
Demo - Model 02,42,20129,HOME BASE,,,1.49E-03,0.24676586
Demo - Model 02,42,20129,MAIN DEPOT,,,1.38E-03,0.24676586
Demo - Model 02,42,20129,S_CARRIER,,,1.49E-04,2.47E-02
Demo - Model 02,42,20129,S_CRUISER,,,1.49E-04,2.47E-02
Demo - Model 02,42,20129,S_DESTROYER_01,,,2.99E-04,4.94E-02
Demo - Model 02,42,20129,S_DESTROYER_02,,,2.99E-04,4.94E-02
Demo - Model 02,42,20129,S_FRIGATE_01,,,1.49E-04,0.024676586
Demo - Model 02,42,20129,S_FRIGATE_02,,,1.49E-04,0.024676586
Demo - Model 02,42,20129,S_SUPPLY_SHIP_01,,,1.49E-04,2.47E-02
Demo - Model 02,42,20129,S_SUPPLY_SHIP_02,,,1.49E-04,2.47E-02
Demo - Model 02,42,201210,WORKSHOP,,1,5.37E-05,0.470376551
Demo - Model 02,42,201210,HOME BASE,1,,4.05E-06,0.470376551
Demo - Model 02,42,201210,MAIN DEPOT,,,2.63E-03,0.470376551
Demo - Model 02,42,201210,S_CARRIER,,,4.05E-07,4.70E-02
Demo - Model 02,42,201210,S_CRUISER,,,4.05E-07,4.70E-02
Demo - Model 02,42,201210,S_DESTROYER_01,,,8.09E-07,9.41E-02
Demo - Model 02,42,201210,S_DESTROYER_02,,,8.09E-07,9.41E-02
Demo - Model 02,42,201210,S_FRIGATE_01,,,4.05E-07,4.70E-02
Demo - Model 02,42,201210,S_FRIGATE_02,,,4.05E-07,4.70E-02
Demo - Model 02,42,201210,S_SUPPLY_SHIP_01,,,4.05E-07,4.70E-02
Demo - Model 02,42,201210,S_SUPPLY_SHIP_02,,,4.05E-07,4.70E-02
Demo - Model 02,42,201211,HOME BASE,,,0.000240798,0.156250894
Demo - Model 02,42,201211,MAIN DEPOT,,,0.000173909,0.11718817
Demo - Model 02,42,201211,S_CARRIER,,,2.41E-05,0.015625089
Demo - Model 02,42,201211,S_CRUISER,,,2.41E-05,0.015625089
Demo - Model 02,42,201211,S_DESTROYER_01,,,4.82E-05,3.13E-02
Demo - Model 02,42,201211,S_DESTROYER_02,,,4.82E-05,3.13E-02
Demo - Model 02,42,201211,S_FRIGATE_01,,,2.40798E-05,0.015625089
Demo - Model 02,42,201211,S_FRIGATE_02,,,2.40798E-05,0.015625089
Demo - Model 02,42,201211,S_SUPPLY_SHIP_01,,,2.41E-05,0.015625089
Demo - Model 02,42,201211,S_SUPPLY_SHIP_02,,,2.41E-05,0.015625089
Demo - Model 02,42,201212,HOME BASE,,,0.000151725,9.85E-02
Demo - Model 02,42,201212,MAIN DEPOT,,,0.000109579,7.38E-02
Demo - Model 02,42,201212,S_CARRIER,,,1.51725E-05,9.85E-03
Demo - Model 02,42,201212,S_CRUISER,,,1.51725E-05,9.85E-03
Demo - Model 02,42,201212,S_DESTROYER_01,,,3.03E-05,0.019690492
Demo - Model 02,42,201212,S_DESTROYER_02,,,3.03E-05,0.019690492
Demo - Model 02,42,201212,S_FRIGATE_01,,,1.51725E-05,9.85E-03
Demo - Model 02,42,201212,S_FRIGATE_02,,,1.51725E-05,9.85E-03
Demo - Model 02,42,201212,S_SUPPLY_SHIP_01,,,1.51725E-05,9.85E-03
Demo - Model 02,42,201212,S_SUPPLY_SHIP_02,,,1.51725E-05,9.85E-03
Demo - Model 02,42,201213,HOME BASE,1,,4.34E-06,1.912293353
Demo - Model 02,42,201213,MAIN DEPOT,,,0.002128409,1.434220015
Demo - Model 02,42,201213,S_CARRIER,,,4.34E-07,0.191229335
Demo - Model 02,42,201213,S_CRUISER,,,4.34E-07,0.191229335
Demo - Model 02,42,201213,S_DESTROYER_01,,,8.68E-07,0.382458671
Demo - Model 02,42,201213,S_DESTROYER_02,,,8.68E-07,0.382458671
Demo - Model 02,42,201213,S_FRIGATE_01,,,4.34E-07,0.191229335
Demo - Model 02,42,201213,S_FRIGATE_02,,,4.34E-07,0.191229335
Demo - Model 02,42,201213,S_SUPPLY_SHIP_01,,,4.34E-07,0.191229335
Demo - Model 02,42,201213,S_SUPPLY_SHIP_02,,,4.34E-07,0.191229335
Demo - Model 02,42,201214,HOME BASE,,,6.77E-04,0.439457138
Demo - Model 02,42,201214,MAIN DEPOT,,,4.89E-04,0.329592854
Demo - Model 02,42,201214,S_CARRIER,,,6.77E-05,4.39E-02
Demo - Model 02,42,201214,S_CRUISER,,,6.77E-05,4.39E-02
Demo - Model 02,42,201214,S_DESTROYER_01,,,0.000135449,8.79E-02
Demo - Model 02,42,201214,S_DESTROYER_02,,,0.000135449,8.79E-02
Demo - Model 02,42,201214,S_FRIGATE_01,,,6.77E-05,4.39E-02
Demo - Model 02,42,201214,S_FRIGATE_02,,,6.77E-05,4.39E-02
Demo - Model 02,42,201214,S_SUPPLY_SHIP_01,,,6.77E-05,4.39E-02
Demo - Model 02,42,201214,S_SUPPLY_SHIP_02,,,6.77E-05,4.39E-02
Demo - Model 02,42,20211,HOME BASE,1,,2.58E-07,0.466002052
Demo - Model 02,42,20211,MAIN DEPOT,,,5.19E-04,0.349501539
Demo - Model 02,42,20211,S_CARRIER,,,2.58E-08,4.66E-02
Demo - Model 02,42,20211,S_CRUISER,,,2.58E-08,4.66E-02
Demo - Model 02,42,20211,S_DESTROYER_01,,,5.16E-08,9.32E-02
Demo - Model 02,42,20211,S_DESTROYER_02,,,5.16E-08,9.32E-02
Demo - Model 02,42,20211,S_FRIGATE_01,,,2.58E-08,4.66E-02
Demo - Model 02,42,20211,S_FRIGATE_02,,,2.58E-08,4.66E-02
Demo - Model 02,42,20211,S_SUPPLY_SHIP_01,,,2.58E-08,4.66E-02
Demo - Model 02,42,20211,S_SUPPLY_SHIP_02,,,2.58E-08,4.66E-02
Demo - Model 02,42,20212,WORKSHOP,,1,6.22E-06,5.44E-02
Demo - Model 02,42,20212,HOME BASE,1,,5.42E-08,5.44E-02
Demo - Model 02,42,20212,MAIN DEPOT,,,3.05E-04,5.44E-02
Demo - Model 02,42,20212,S_CARRIER,,,5.42E-09,5.44E-03
Demo - Model 02,42,20212,S_CRUISER,,,5.42E-09,5.44E-03
Demo - Model 02,42,20212,S_DESTROYER_01,,,1.08E-08,0.010888776
Demo - Model 02,42,20212,S_DESTROYER_02,,,1.08E-08,0.010888776
Demo - Model 02,42,20212,S_FRIGATE_01,,,5.42E-09,5.44E-03
Demo - Model 02,42,20212,S_FRIGATE_02,,,5.42E-09,5.44E-03
Demo - Model 02,42,20212,S_SUPPLY_SHIP_01,,,5.42E-09,5.44E-03
Demo - Model 02,42,20212,S_SUPPLY_SHIP_02,,,5.42E-09,5.44E-03
Demo - Model 02,42,20213,HOME BASE,,,6.35E-04,0.412180204
Demo - Model 02,42,20213,MAIN DEPOT,,,4.59E-04,0.309135153
Demo - Model 02,42,20213,S_CARRIER,,,6.35E-05,4.12E-02
Demo - Model 02,42,20213,S_CRUISER,,,6.35E-05,4.12E-02
Demo - Model 02,42,20213,S_DESTROYER_01,,,0.000127042,8.24E-02
Demo - Model 02,42,20213,S_DESTROYER_02,,,0.000127042,8.24E-02
Demo - Model 02,42,20213,S_FRIGATE_01,,,6.35E-05,4.12E-02
Demo - Model 02,42,20213,S_FRIGATE_02,,,6.35E-05,4.12E-02
Demo - Model 02,42,20213,S_SUPPLY_SHIP_01,,,6.35E-05,4.12E-02
Demo - Model 02,42,20213,S_SUPPLY_SHIP_02,,,6.35E-05,4.12E-02
Demo - Model 02,42,20214,WORKSHOP,,1,5.06E-05,0.443415502
Demo - Model 02,42,20214,HOME BASE,1,,3.60E-06,0.443415502
Demo - Model 02,42,20214,MAIN DEPOT,,,0.002480292,0.443415502
Demo - Model 02,42,20214,S_CARRIER,,,3.60E-07,4.43E-02
Demo - Model 02,42,20214,S_CRUISER,,,3.60E-07,4.43E-02
Demo - Model 02,42,20214,S_DESTROYER_01,,,7.19E-07,8.87E-02
Demo - Model 02,42,20214,S_DESTROYER_02,,,7.19E-07,8.87E-02
Demo - Model 02,42,20214,S_FRIGATE_01,,,3.60E-07,4.43E-02
Demo - Model 02,42,20214,S_FRIGATE_02,,,3.60E-07,4.43E-02
Demo - Model 02,42,20214,S_SUPPLY_SHIP_01,,,3.60E-07,4.43E-02
Demo - Model 02,42,20214,S_SUPPLY_SHIP_02,,,3.60E-07,4.43E-02
Demo - Model 02,42,20215,HOME BASE,1,,1.10E-07,0.303954095
Demo - Model 02,42,20215,MAIN DEPOT,,,3.38E-04,0.227965571
Demo - Model 02,42,20215,S_CARRIER,,,1.10E-08,3.04E-02
Demo - Model 02,42,20215,S_CRUISER,,,1.10E-08,3.04E-02
Demo - Model 02,42,20215,S_DESTROYER_01,,,2.19E-08,6.08E-02
Demo - Model 02,42,20215,S_DESTROYER_02,,,2.19E-08,6.08E-02
Demo - Model 02,42,20215,S_FRIGATE_01,,,1.10E-08,3.04E-02
Demo - Model 02,42,20215,S_FRIGATE_02,,,1.10E-08,3.04E-02
Demo - Model 02,42,20215,S_SUPPLY_SHIP_01,,,1.10E-08,3.04E-02
Demo - Model 02,42,20215,S_SUPPLY_SHIP_02,,,1.10E-08,3.04E-02
Demo - Model 02,42,20216,HOME BASE,,,8.13E-05,5.27E-02
Demo - Model 02,42,20216,MAIN DEPOT,,,5.87E-05,3.95E-02
Demo - Model 02,42,20216,S_CARRIER,,,8.13E-06,5.27E-03
Demo - Model 02,42,20216,S_CRUISER,,,8.13E-06,5.27E-03
Demo - Model 02,42,20216,S_DESTROYER_01,,,1.62504E-05,0.010544692
Demo - Model 02,42,20216,S_DESTROYER_02,,,1.62504E-05,0.010544692
Demo - Model 02,42,20216,S_FRIGATE_01,,,8.13E-06,5.27E-03
Demo - Model 02,42,20216,S_FRIGATE_02,,,8.13E-06,5.27E-03
Demo - Model 02,42,20216,S_SUPPLY_SHIP_01,,,8.13E-06,5.27E-03
Demo - Model 02,42,20216,S_SUPPLY_SHIP_02,,,8.13E-06,5.27E-03
Demo - Model 02,42,20217,HOME BASE,1,,1.47E-07,0.351837609
Demo - Model 02,42,20217,MAIN DEPOT,,,3.92E-04,0.263878207
Demo - Model 02,42,20217,S_CARRIER,,,1.47E-08,3.52E-02
Demo - Model 02,42,20217,S_CRUISER,,,1.47E-08,3.52E-02
Demo - Model 02,42,20217,S_DESTROYER_01,,,2.94E-08,7.04E-02
Demo - Model 02,42,20217,S_DESTROYER_02,,,2.94E-08,7.04E-02
Demo - Model 02,42,20217,S_FRIGATE_01,,,1.47E-08,3.52E-02
Demo - Model 02,42,20217,S_FRIGATE_02,,,1.47E-08,3.52E-02
Demo - Model 02,42,20217,S_SUPPLY_SHIP_01,,,1.47E-08,3.52E-02
Demo - Model 02,42,20217,S_SUPPLY_SHIP_02,,,1.47E-08,3.52E-02
Demo - Model 02,42,20218,HOME BASE,,,0.00016253,0.105463626
Demo - Model 02,42,20218,MAIN DEPOT,,,0.000117382,7.91E-02
Demo - Model 02,42,20218,S_CARRIER,,,1.6253E-05,0.010546363
Demo - Model 02,42,20218,S_CRUISER,,,1.6253E-05,0.010546363
Demo - Model 02,42,20218,S_DESTROYER_01,,,3.25E-05,0.021092725
Demo - Model 02,42,20218,S_DESTROYER_02,,,3.25E-05,0.021092725
Demo - Model 02,42,20218,S_FRIGATE_01,,,1.6253E-05,0.010546363
Demo - Model 02,42,20218,S_FRIGATE_02,,,1.6253E-05,0.010546363
Demo - Model 02,42,20218,S_SUPPLY_SHIP_01,,,1.6253E-05,0.010546363
Demo - Model 02,42,20218,S_SUPPLY_SHIP_02,,,1.6253E-05,0.010546363
Demo - Model 02,42,20219,WORKSHOP,,1,1.64935E-05,0.14448348
Demo - Model 02,42,20219,HOME BASE,,,8.74E-04,0.14448348
Demo - Model 02,42,20219,MAIN DEPOT,,,8.08E-04,0.14448348
Demo - Model 02,42,20219,S_CARRIER,,,8.74E-05,0.014448348
Demo - Model 02,42,20219,S_CRUISER,,,8.74E-05,0.014448348
Demo - Model 02,42,20219,S_DESTROYER_01,,,0.000174832,2.89E-02
Demo - Model 02,42,20219,S_DESTROYER_02,,,0.000174832,2.89E-02
Demo - Model 02,42,20219,S_FRIGATE_01,,,8.74E-05,0.014448348
Demo - Model 02,42,20219,S_FRIGATE_02,,,8.74E-05,0.014448348
Demo - Model 02,42,20219,S_SUPPLY_SHIP_01,,,8.74E-05,0.014448348
Demo - Model 02,42,20219,S_SUPPLY_SHIP_02,,,8.74E-05,0.014448348
Demo - Model 02,42,202110,WORKSHOP,,1,3.14E-05,0.275409413
Demo - Model 02,42,202110,HOME BASE,1,,1.39E-06,0.275409413
Demo - Model 02,42,202110,MAIN DEPOT,,,1.54E-03,0.275409413
Demo - Model 02,42,202110,S_CARRIER,,,1.39E-07,2.75E-02
Demo - Model 02,42,202110,S_CRUISER,,,1.39E-07,2.75E-02
Demo - Model 02,42,202110,S_DESTROYER_01,,,2.77E-07,5.51E-02
Demo - Model 02,42,202110,S_DESTROYER_02,,,2.77E-07,5.51E-02
Demo - Model 02,42,202110,S_FRIGATE_01,,,1.39E-07,2.75E-02
Demo - Model 02,42,202110,S_FRIGATE_02,,,1.39E-07,2.75E-02
Demo - Model 02,42,202110,S_SUPPLY_SHIP_01,,,1.39E-07,2.75E-02
Demo - Model 02,42,202110,S_SUPPLY_SHIP_02,,,1.39E-07,2.75E-02
Demo - Model 02,42,202111,HOME BASE,,,0.000140989,9.15E-02
Demo - Model 02,42,202111,MAIN DEPOT,,,0.000101825,6.86E-02
Demo - Model 02,42,202111,S_CARRIER,,,1.40989E-05,9.15E-03
Demo - Model 02,42,202111,S_CRUISER,,,1.40989E-05,9.15E-03
Demo - Model 02,42,202111,S_DESTROYER_01,,,2.82E-05,0.018297241
Demo - Model 02,42,202111,S_DESTROYER_02,,,2.82E-05,0.018297241
Demo - Model 02,42,202111,S_FRIGATE_01,,,1.40989E-05,9.15E-03
Demo - Model 02,42,202111,S_FRIGATE_02,,,1.40989E-05,9.15E-03
Demo - Model 02,42,202111,S_SUPPLY_SHIP_01,,,1.40989E-05,9.15E-03
Demo - Model 02,42,202111,S_SUPPLY_SHIP_02,,,1.40989E-05,9.15E-03
Demo - Model 02,42,202112,HOME BASE,,,8.88E-05,5.76E-02
Demo - Model 02,42,202112,MAIN DEPOT,,,6.42E-05,4.32E-02
Demo - Model 02,42,202112,S_CARRIER,,,8.88E-06,5.76E-03
Demo - Model 02,42,202112,S_CRUISER,,,8.88E-06,5.76E-03
Demo - Model 02,42,202112,S_DESTROYER_01,,,1.77672E-05,0.01152895
Demo - Model 02,42,202112,S_DESTROYER_02,,,1.77672E-05,0.01152895
Demo - Model 02,42,202112,S_FRIGATE_01,,,8.88E-06,5.76E-03
Demo - Model 02,42,202112,S_FRIGATE_02,,,8.88E-06,5.76E-03
Demo - Model 02,42,202112,S_SUPPLY_SHIP_01,,,8.88E-06,5.76E-03
Demo - Model 02,42,202112,S_SUPPLY_SHIP_02,,,8.88E-06,5.76E-03
Demo - Model 02,42,202113,HOME BASE,1,,1.49E-06,1.11966378
Demo - Model 02,42,202113,MAIN DEPOT,,,0.001246201,0.839747835
Demo - Model 02,42,202113,S_CARRIER,,,1.49E-07,0.111966378
Demo - Model 02,42,202113,S_CRUISER,,,1.49E-07,0.111966378
Demo - Model 02,42,202113,S_DESTROYER_01,,,2.98E-07,0.223932756
Demo - Model 02,42,202113,S_DESTROYER_02,,,2.98E-07,0.223932756
Demo - Model 02,42,202113,S_FRIGATE_01,,,1.49E-07,0.111966378
Demo - Model 02,42,202113,S_FRIGATE_02,,,1.49E-07,0.111966378
Demo - Model 02,42,202113,S_SUPPLY_SHIP_01,,,1.49E-07,0.111966378
Demo - Model 02,42,202113,S_SUPPLY_SHIP_02,,,1.49E-07,0.111966378
Demo - Model 02,42,20221,HOME BASE,1,,2.52E-07,0.460504825
Demo - Model 02,42,20221,MAIN DEPOT,,,5.13E-04,0.345378619
Demo - Model 02,42,20221,S_CARRIER,,,2.52E-08,4.61E-02
Demo - Model 02,42,20221,S_CRUISER,,,2.52E-08,4.61E-02
Demo - Model 02,42,20221,S_DESTROYER_01,,,5.04E-08,9.21E-02
Demo - Model 02,42,20221,S_DESTROYER_02,,,5.04E-08,9.21E-02
Demo - Model 02,42,20221,S_FRIGATE_01,,,2.52E-08,4.61E-02
Demo - Model 02,42,20221,S_FRIGATE_02,,,2.52E-08,4.61E-02
Demo - Model 02,42,20221,S_SUPPLY_SHIP_01,,,2.52E-08,4.61E-02
Demo - Model 02,42,20221,S_SUPPLY_SHIP_02,,,2.52E-08,4.61E-02
Demo - Model 02,42,20222,WORKSHOP,,1,6.14E-06,5.38E-02
Demo - Model 02,42,20222,HOME BASE,1,,5.30E-08,5.38E-02
Demo - Model 02,42,20222,MAIN DEPOT,,,3.01E-04,5.38E-02
Demo - Model 02,42,20222,S_CARRIER,,,5.30E-09,5.38E-03
Demo - Model 02,42,20222,S_CRUISER,,,5.30E-09,5.38E-03
Demo - Model 02,42,20222,S_DESTROYER_01,,,1.06E-08,0.010760326
Demo - Model 02,42,20222,S_DESTROYER_02,,,1.06E-08,0.010760326
Demo - Model 02,42,20222,S_FRIGATE_01,,,5.30E-09,5.38E-03
Demo - Model 02,42,20222,S_FRIGATE_02,,,5.30E-09,5.38E-03
Demo - Model 02,42,20222,S_SUPPLY_SHIP_01,,,5.30E-09,5.38E-03
Demo - Model 02,42,20222,S_SUPPLY_SHIP_02,,,5.30E-09,5.38E-03
Demo - Model 02,42,20223,HOME BASE,1,,1.26E-05,3.258543118
Demo - Model 02,42,20223,MAIN DEPOT,,,3.63E-03,2.443907339
Demo - Model 02,42,20223,S_CARRIER,,,1.26E-06,0.325854312
Demo - Model 02,42,20223,S_CRUISER,,,1.26E-06,0.325854312
Demo - Model 02,42,20223,S_DESTROYER_01,,,2.52E-06,0.651708624
Demo - Model 02,42,20223,S_DESTROYER_02,,,2.52E-06,0.651708624
Demo - Model 02,42,20223,S_FRIGATE_01,,,1.26E-06,0.325854312
Demo - Model 02,42,20223,S_FRIGATE_02,,,1.26E-06,0.325854312
Demo - Model 02,42,20223,S_SUPPLY_SHIP_01,,,1.26E-06,0.325854312
Demo - Model 02,42,20223,S_SUPPLY_SHIP_02,,,1.26E-06,0.325854312
Demo - Model 02,42,20224,HOME BASE,,,0.000225095,0.146061577
Demo - Model 02,42,20224,MAIN DEPOT,,,0.000162569,0.109546183
Demo - Model 02,42,20224,S_CARRIER,,,2.25095E-05,0.014606158
Demo - Model 02,42,20224,S_CRUISER,,,2.25095E-05,0.014606158
Demo - Model 02,42,20224,S_DESTROYER_01,,,4.50E-05,2.92E-02
Demo - Model 02,42,20224,S_DESTROYER_02,,,4.50E-05,2.92E-02
Demo - Model 02,42,20224,S_FRIGATE_01,,,2.25095E-05,0.014606158
Demo - Model 02,42,20224,S_FRIGATE_02,,,2.25095E-05,0.014606158
Demo - Model 02,42,20224,S_SUPPLY_SHIP_01,,,2.25095E-05,0.014606158
Demo - Model 02,42,20224,S_SUPPLY_SHIP_02,,,2.25095E-05,0.014606158
Demo - Model 02,42,20225,HOME BASE,1,,1.07E-07,0.300368475
Demo - Model 02,42,20225,MAIN DEPOT,,,3.34E-04,0.225276356
Demo - Model 02,42,20225,S_CARRIER,,,1.07E-08,3.00E-02
Demo - Model 02,42,20225,S_CRUISER,,,1.07E-08,3.00E-02
Demo - Model 02,42,20225,S_DESTROYER_01,,,2.14E-08,6.01E-02
Demo - Model 02,42,20225,S_DESTROYER_02,,,2.14E-08,6.01E-02
